"RFCODIGO";"PERCODIGO";"RFPERSVIVE";"RFNOHERMANOS";"RFEDADES";"RFLUGAROCUPA";"RFESTRUCTURA";"RFFDISCAPACIDAD";"RFNOMBREDELDIS";"RFOBSERVACIONES";"RFVIVIENDA";"RFVIVDESCRIP";"RFLUZ";"RFAGUA";"RFSSHH";"RFPOZO";"RFTELEFONO";"RFCABLE";"RFCELULAR";"RFCOMPUTADOR";"RFINTERNET";"RFOBSERVACION";"RFINGPAD";"RFINGMAD";"RFINGOTRO";"RFEGRTOTAL";"RFNOHERMANAS";"RFVIVECON";"RFHERMANOSINST";"RFHERCURSOS";"RFNIVELSEC";"RFHINSTNOMBRES";"RFEGRPAD";"RFEGRMAD";"RFHOGAR";"RFOTROS";"RFBIENES";"RFOBSERVACION2"
"634";"1634";;"0";;"0";;;;;;;;;;;;;;;;;"0";"0";"0";"0";"0";;"0";;;;"0";"0";;;;
"635";"1635";;"0";;"0";;;;;;;;;;;;;;;;;"0";"0";"0";"0";"0";;"0";;;;"0";"0";;;;
"636";"1636";;"0";;"0";;;;;;;;;;;;;;;;;"0";"0";"0";"0";"0";;"0";;;;"0";"0";;;;
"637";"1637";;"0";;"0";;;;;;;;;;;;;;;;;"0";"0";"0";"0";"0";;"0";;;;"0";"0";;;;
"638";"1638";;"0";;"0";;;;;;;;;;;;;;;;;"0";"0";"0";"0";"0";;"0";;;;"0";"0";;;;
"639";"1639";;"0";;"0";;;;;;;;;;;;;;;;;"0";"0";"0";"0";"0";;"0";;;;"0";"0";;;;
"640";"1640";;"0";;"0";;;;;;;;;;;;;;;;;"0";"0";"0";"0";"0";;"0";;;;"0";"0";;;;
"641";"1641";;"0";;"0";;;;;;;;;;;;;;;;;"0";"0";"0";"0";"0";;"0";;;;"0";"0";;;;
"642";"1642";;"0";;"0";;;;;;;;;;;;;;;;;"0";"0";"0";"0";"0";;"0";;;;"0";"0";;;;
"643";"1643";;"0";;"0";;;;;;;;;;;;;;;;;"0";"0";"0";"0";"0";;"0";;;;"0";"0";;;;
"644";"1644";;"0";;"0";;;;;;;;;;;;;;;;;"0";"0";"0";"0";"0";;"0";;;;"0";"0";;;;
"645";"1645";;"0";;"0";;;;;;;;;;;;;;;;;"0";"0";"0";"0";"0";;"0";;;;"0";"0";;;;
"646";"1646";;"0";;"0";;;;;;;;;;;;;;;;;"0";"0";"0";"0";"0";;"0";;;;"0";"0";;;;
"647";"1647";;"0";;"0";;;;;;;;;;;;;;;;;"0";"0";"0";"0";"0";;"0";;;;"0";"0";;;;
"648";"1648";;"0";;"0";;;;;;;;;;;;;;;;;"0";"0";"0";"0";"0";;"0";;;;"0";"0";;;;
"649";"1649";;"0";;"0";;;;;;;;;;;;;;;;;"0";"0";"0";"0";"0";;"0";;;;"0";"0";;;;
"650";"1701";;"0";;"0";;;;;;;;;;;;;;;;;"0";"0";"0";"0";"0";;"0";;;;"0";"0";;;;
"651";"1702";;"0";;"0";;;;;;;;;;;;;;;;;"0";"0";"0";"0";"0";;"0";;;;"0";"0";;;;
"652";"1703";;"0";;"0";;;;;;;;;;;;;;;;;"0";"0";"0";"0";"0";;"0";;;;"0";"0";;;;
"653";"1704";;"0";;"0";;;;;;;;;;;;;;;;;"0";"0";"0";"0";"0";;"0";;;;"0";"0";;;;
"654";"1705";;"0";;"0";;;;;;;;;;;;;;;;;"0";"0";"0";"0";"0";;"0";;;;"0";"0";;;;
"655";"1706";;"0";;"0";;;;;;;;;;;;;;;;;"0";"0";"0";"0";"0";;"0";;;;"0";"0";;;;
"656";"1707";;"0";;"0";;;;;;;;;;;;;;;;;"0";"0";"0";"0";"0";;"0";;;;"0";"0";;;;
"657";"1708";;"0";;"0";;;;;;;;;;;;;;;;;"0";"0";"0";"0";"0";;"0";;;;"0";"0";;;;
"658";"1709";;"0";;"0";;;;;;;;;;;;;;;;;"0";"0";"0";"0";"0";;"0";;;;"0";"0";;;;
"659";"1710";;"0";;"0";;;;;;;;;;;;;;;;;"0";"0";"0";"0";"0";;"0";;;;"0";"0";;;;
"660";"1711";;"0";;"0";;;;;;;;;;;;;;;;;"0";"0";"0";"0";"0";;"0";;;;"0";"0";;;;
"661";"1712";;"0";;"0";;;;;;;;;;;;;;;;;"0";"0";"0";"0";"0";;"0";;;;"0";"0";;;;
"662";"1713";;"0";;"0";;;;;;;;;;;;;;;;;"0";"0";"0";"0";"0";;"0";;;;"0";"0";;;;
"663";"1714";;"0";;"0";;;;;;;;;;;;;;;;;"0";"0";"0";"0";"0";;"0";;;;"0";"0";;;;
"664";"1715";;"0";;"0";;;;;;;;;;;;;;;;;"0";"0";"0";"0";"0";;"0";;;;"0";"0";;;;
"665";"1716";;"0";;"0";;;;;;;;;;;;;;;;;"0";"0";"0";"0";"0";;"0";;;;"0";"0";;;;
"666";"1717";;"0";;"0";;;;;;;;;;;;;;;;;"0";"0";"0";"0";"0";;"0";;;;"0";"0";;;;
"667";"1718";;"0";;"0";;;;;;;;;;;;;;;;;"0";"0";"0";"0";"0";;"0";;;;"0";"0";;;;
"668";"1719";;"0";;"0";;;;;;;;;;;;;;;;;"0";"0";"0";"0";"0";;"0";;;;"0";"0";;;;
"669";"1720";;"0";;"0";;;;;;;;;;;;;;;;;"0";"0";"0";"0";"0";;"0";;;;"0";"0";;;;
"670";"1721";;"0";;"0";;;;;;;;;;;;;;;;;"0";"0";"0";"0";"0";;"0";;;;"0";"0";;;;
"671";"1722";;"0";;"0";;;;;;;;;;;;;;;;;"0";"0";"0";"0";"0";;"0";;;;"0";"0";;;;
"672";"1723";;"0";;"0";;;;;;;;;;;;;;;;;"0";"0";"0";"0";"0";;"0";;;;"0";"0";;;;
"673";"1724";;"0";;"0";;;;;;;;;;;;;;;;;"0";"0";"0";"0";"0";;"0";;;;"0";"0";;;;
"674";"1725";;"0";;"0";;;;;;;;;;;;;;;;;"0";"0";"0";"0";"0";;"0";;;;"0";"0";;;;
"675";"1726";;"0";;"0";;;;;;;;;;;;;;;;;"0";"0";"0";"0";"0";;"0";;;;"0";"0";;;;
"676";"1727";;"0";;"0";;;;;;;;;;;;;;;;;"0";"0";"0";"0";"0";;"0";;;;"0";"0";;;;
"677";"1728";;"0";;"0";;;;;;;;;;;;;;;;;"0";"0";"0";"0";"0";;"0";;;;"0";"0";;;;
"678";"1729";;"0";;"0";;;;;;;;;;;;;;;;;"0";"0";"0";"0";"0";;"0";;;;"0";"0";;;;
"679";"1730";;"0";;"0";;;;;;;;;;;;;;;;;"0";"0";"0";"0";"0";;"0";;;;"0";"0";;;;
"680";"1731";;"0";;"0";;;;;;;;;;;;;;;;;"0";"0";"0";"0";"0";;"0";;;;"0";"0";;;;
"681";"1732";;"0";;"0";;;;;;;;;;;;;;;;;"0";"0";"0";"0";"0";;"0";;;;"0";"0";;;;
"682";"1733";;"0";;"0";;;;;;;;;;;;;;;;;"0";"0";"0";"0";"0";;"0";;;;"0";"0";;;;
"683";"1734";;"0";;"0";;;;;;;;;;;;;;;;;"0";"0";"0";"0";"0";;"0";;;;"0";"0";;;;
"684";"1735";;"0";;"0";;;;;;;;;;;;;;;;;"0";"0";"0";"0";"0";;"0";;;;"0";"0";;;;
"685";"1736";;"0";;"0";;;;;;;;;;;;;;;;;"0";"0";"0";"0";"0";;"0";;;;"0";"0";;;;
"686";"1737";;"0";;"0";;;;;;;;;;;;;;;;;"0";"0";"0";"0";"0";;"0";;;;"0";"0";;;;
"687";"1738";;"0";;"0";;;;;;;;;;;;;;;;;"0";"0";"0";"0";"0";;"0";;;;"0";"0";;;;
"688";"1739";;"0";;"0";;;;;;;;;;;;;;;;;"0";"0";"0";"0";"0";;"0";;;;"0";"0";;;;
"689";"1740";;"0";;"0";;;;;;;;;;;;;;;;;"0";"0";"0";"0";"0";;"0";;;;"0";"0";;;;
"690";"1741";;"0";;"0";;;;;;;;;;;;;;;;;"0";"0";"0";"0";"0";;"0";;;;"0";"0";;;;
"691";"1742";;"0";;"0";;;;;;;;;;;;;;;;;"0";"0";"0";"0";"0";;"0";;;;"0";"0";;;;
"692";"1743";;"0";;"0";;;;;;;;;;;;;;;;;"0";"0";"0";"0";"0";;"0";;;;"0";"0";;;;
"693";"1744";;"0";;"0";;;;;;;;;;;;;;;;;"0";"0";"0";"0";"0";;"0";;;;"0";"0";;;;
"694";"1745";;"0";;"0";;;;;;;;;;;;;;;;;"0";"0";"0";"0";"0";;"0";;;;"0";"0";;;;
"695";"1746";;"0";;"0";;;;;;;;;;;;;;;;;"0";"0";"0";"0";"0";;"0";;;;"0";"0";;;;
"696";"1747";;"0";;"0";;;;;;;;;;;;;;;;;"0";"0";"0";"0";"0";;"0";;;;"0";"0";;;;
"697";"1748";;"0";;"0";;;;;;;;;;;;;;;;;"0";"0";"0";"0";"0";;"0";;;;"0";"0";;;;
"698";"1749";;"0";;"0";;;;;;;;;;;;;;;;;"0";"0";"0";"0";"0";;"0";;;;"0";"0";;;;
"699";"1750";;"0";;"0";;;;;;;;;;;;;;;;;"0";"0";"0";"0";"0";;"0";;;;"0";"0";;;;
"700";"1751";;"0";;"0";;;;;;;;;;;;;;;;;"0";"0";"0";"0";"0";;"0";;;;"0";"0";;;;
"701";"1752";;"0";;"0";;;;;;;;;;;;;;;;;"0";"0";"0";"0";"0";;"0";;;;"0";"0";;;;
"702";"1753";;"0";;"0";;;;;;;;;;;;;;;;;"0";"0";"0";"0";"0";;"0";;;;"0";"0";;;;
"703";"1754";;"0";;"0";;;;;;;;;;;;;;;;;"0";"0";"0";"0";"0";;"0";;;;"0";"0";;;;
"704";"1755";;"0";;"0";;;;;;;;;;;;;;;;;"0";"0";"0";"0";"0";;"0";;;;"0";"0";;;;
"705";"1756";;"0";;"0";;;;;;;;;;;;;;;;;"0";"0";"0";"0";"0";;"0";;;;"0";"0";;;;
"706";"1757";;"0";;"0";;;;;;;;;;;;;;;;;"0";"0";"0";"0";"0";;"0";;;;"0";"0";;;;
"707";"1758";;"0";;"0";;;;;;;;;;;;;;;;;"0";"0";"0";"0";"0";;"0";;;;"0";"0";;;;
"708";"1759";;"0";;"0";;;;;;;;;;;;;;;;;"0";"0";"0";"0";"0";;"0";;;;"0";"0";;;;
"709";"1760";;"0";;"0";;;;;;;;;;;;;;;;;"0";"0";"0";"0";"0";;"0";;;;"0";"0";;;;
"710";"1761";;"0";;"0";;;;;;;;;;;;;;;;;"0";"0";"0";"0";"0";;"0";;;;"0";"0";;;;
"711";"1762";;"0";;"0";;;;;;;;;;;;;;;;;"0";"0";"0";"0";"0";;"0";;;;"0";"0";;;;
"712";"1763";;"0";;"0";;;;;;;;;;;;;;;;;"0";"0";"0";"0";"0";;"0";;;;"0";"0";;;;
"713";"1764";;"0";;"0";;;;;;;;;;;;;;;;;"0";"0";"0";"0";"0";;"0";;;;"0";"0";;;;
"714";"1765";;"0";;"0";;;;;;;;;;;;;;;;;"0";"0";"0";"0";"0";;"0";;;;"0";"0";;;;
"715";"1766";;"0";;"0";;;;;;;;;;;;;;;;;"0";"0";"0";"0";"0";;"0";;;;"0";"0";;;;
"716";"1767";;"0";;"0";;;;;;;;;;;;;;;;;"0";"0";"0";"0";"0";;"0";;;;"0";"0";;;;
"717";"1768";;"0";;"0";;;;;;;;;;;;;;;;;"0";"0";"0";"0";"0";;"0";;;;"0";"0";;;;
"718";"1769";;"0";;"0";;;;;;;;;;;;;;;;;"0";"0";"0";"0";"0";;"0";;;;"0";"0";;;;
"719";"1770";;"0";;"0";;;;;;;;;;;;;;;;;"0";"0";"0";"0";"0";;"0";;;;"0";"0";;;;
"720";"1771";;"0";;"0";;;;;;;;;;;;;;;;;"0";"0";"0";"0";"0";;"0";;;;"0";"0";;;;
"721";"1772";;"0";;"0";;;;;;;;;;;;;;;;;"0";"0";"0";"0";"0";;"0";;;;"0";"0";;;;
"722";"1773";;"0";;"0";;;;;;;;;;;;;;;;;"0";"0";"0";"0";"0";;"0";;;;"0";"0";;;;
"723";"1774";;"0";;"0";;;;;;;;;;;;;;;;;"0";"0";"0";"0";"0";;"0";;;;"0";"0";;;;
"724";"1775";;"0";;"0";;;;;;;;;;;;;;;;;"0";"0";"0";"0";"0";;"0";;;;"0";"0";;;;
"725";"1776";;"0";;"0";;;;;;;;;;;;;;;;;"0";"0";"0";"0";"0";;"0";;;;"0";"0";;;;
"726";"1777";;"0";;"0";;;;;;;;;;;;;;;;;"0";"0";"0";"0";"0";;"0";;;;"0";"0";;;;
"727";"1778";;"0";;"0";;;;;;;;;;;;;;;;;"0";"0";"0";"0";"0";;"0";;;;"0";"0";;;;
"728";"1779";;"0";;"0";;;;;;;;;;;;;;;;;"0";"0";"0";"0";"0";;"0";;;;"0";"0";;;;
"729";"1780";;"0";;"0";;;;;;;;;;;;;;;;;"0";"0";"0";"0";"0";;"0";;;;"0";"0";;;;
"730";"1781";;"0";;"0";;;;;;;;;;;;;;;;;"0";"0";"0";"0";"0";;"0";;;;"0";"0";;;;
"731";"1782";;"0";;"0";;;;;;;;;;;;;;;;;"0";"0";"0";"0";"0";;"0";;;;"0";"0";;;;
"732";"1783";;"0";;"0";;;;;;;;;;;;;;;;;"0";"0";"0";"0";"0";;"0";;;;"0";"0";;;;
"733";"1784";;"0";;"0";;;;;;;;;;;;;;;;;"0";"0";"0";"0";"0";;"0";;;;"0";"0";;;;
"734";"1785";;"0";;"0";;;;;;;;;;;;;;;;;"0";"0";"0";"0";"0";;"0";;;;"0";"0";;;;
"735";"1786";;"0";;"0";;;;;;;;;;;;;;;;;"0";"0";"0";"0";"0";;"0";;;;"0";"0";;;;
"736";"1787";;"0";;"0";;;;;;;;;;;;;;;;;"0";"0";"0";"0";"0";;"0";;;;"0";"0";;;;
"737";"1788";;"0";;"0";;;;;;;;;;;;;;;;;"0";"0";"0";"0";"0";;"0";;;;"0";"0";;;;
"738";"1789";;"0";;"0";;;;;;;;;;;;;;;;;"0";"0";"0";"0";"0";;"0";;;;"0";"0";;;;
"739";"1790";;"0";;"0";;;;;;;;;;;;;;;;;"0";"0";"0";"0";"0";;"0";;;;"0";"0";;;;
"740";"1791";;"0";;"0";;;;;;;;;;;;;;;;;"0";"0";"0";"0";"0";;"0";;;;"0";"0";;;;
"741";"1792";;"0";;"0";;;;;;;;;;;;;;;;;"0";"0";"0";"0";"0";;"0";;;;"0";"0";;;;
"742";"1793";;"0";;"0";;;;;;;;;;;;;;;;;"0";"0";"0";"0";"0";;"0";;;;"0";"0";;;;
"743";"1794";;"0";;"0";;;;;;;;;;;;;;;;;"0";"0";"0";"0";"0";;"0";;;;"0";"0";;;;
"744";"1795";;"0";;"0";;;;;;;;;;;;;;;;;"0";"0";"0";"0";"0";;"0";;;;"0";"0";;;;
"745";"1796";;"0";;"0";;;;;;;;;;;;;;;;;"0";"0";"0";"0";"0";;"0";;;;"0";"0";;;;
"746";"1797";;"0";;"0";;;;;;;;;;;;;;;;;"0";"0";"0";"0";"0";;"0";;;;"0";"0";;;;
"747";"1798";;"0";;"0";;;;;;;;;;;;;;;;;"0";"0";"0";"0";"0";;"0";;;;"0";"0";;;;
"748";"1799";;"0";;"0";;;;;;;;;;;;;;;;;"0";"0";"0";"0";"0";;"0";;;;"0";"0";;;;
"749";"1800";;"0";;"0";;;;;;;;;;;;;;;;;"0";"0";"0";"0";"0";;"0";;;;"0";"0";;;;
"750";"1801";;"0";;"0";;;;;;;;;;;;;;;;;"0";"0";"0";"0";"0";;"0";;;;"0";"0";;;;
"751";"1802";;"0";;"0";;;;;;;;;;;;;;;;;"0";"0";"0";"0";"0";;"0";;;;"0";"0";;;;
"752";"1803";;"0";;"0";;;;;;;;;;;;;;;;;"0";"0";"0";"0";"0";;"0";;;;"0";"0";;;;
"753";"1804";;"0";;"0";;;;;;;;;;;;;;;;;"0";"0";"0";"0";"0";;"0";;;;"0";"0";;;;
"754";"1805";;"0";;"0";;;;;;;;;;;;;;;;;"0";"0";"0";"0";"0";;"0";;;;"0";"0";;;;
"755";"1806";;"0";;"0";;;;;;;;;;;;;;;;;"0";"0";"0";"0";"0";;"0";;;;"0";"0";;;;
"756";"1807";;"0";;"0";;;;;;;;;;;;;;;;;"0";"0";"0";"0";"0";;"0";;;;"0";"0";;;;
"757";"1808";;"0";;"0";;;;;;;;;;;;;;;;;"0";"0";"0";"0";"0";;"0";;;;"0";"0";;;;
"758";"1809";;"0";;"0";;;;;;;;;;;;;;;;;"0";"0";"0";"0";"0";;"0";;;;"0";"0";;;;
"759";"1810";;"0";;"0";;;;;;;;;;;;;;;;;"0";"0";"0";"0";"0";;"0";;;;"0";"0";;;;
"760";"1811";;"0";;"0";;;;;;;;;;;;;;;;;"0";"0";"0";"0";"0";;"0";;;;"0";"0";;;;
"761";"1812";;"0";;"0";;;;;;;;;;;;;;;;;"0";"0";"0";"0";"0";;"0";;;;"0";"0";;;;
"762";"1813";;"0";;"0";;;;;;;;;;;;;;;;;"0";"0";"0";"0";"0";;"0";;;;"0";"0";;;;
"763";"1814";;"0";;"0";;;;;;;;;;;;;;;;;"0";"0";"0";"0";"0";;"0";;;;"0";"0";;;;
"764";"1815";;"0";;"0";;;;;;;;;;;;;;;;;"0";"0";"0";"0";"0";;"0";;;;"0";"0";;;;
"765";"1816";;"0";;"0";;;;;;;;;;;;;;;;;"0";"0";"0";"0";"0";;"0";;;;"0";"0";;;;
"766";"1817";;"0";;"0";;;;;;;;;;;;;;;;;"0";"0";"0";"0";"0";;"0";;;;"0";"0";;;;
"767";"1818";;"0";;"0";;;;;;;;;;;;;;;;;"0";"0";"0";"0";"0";;"0";;;;"0";"0";;;;
"768";"1819";;"0";;"0";;;;;;;;;;;;;;;;;"0";"0";"0";"0";"0";;"0";;;;"0";"0";;;;
"769";"1820";;"0";;"0";;;;;;;;;;;;;;;;;"0";"0";"0";"0";"0";;"0";;;;"0";"0";;;;
"770";"1821";;"0";;"0";;;;;;;;;;;;;;;;;"0";"0";"0";"0";"0";;"0";;;;"0";"0";;;;
"771";"1822";;"0";;"0";;;;;;;;;;;;;;;;;"0";"0";"0";"0";"0";;"0";;;;"0";"0";;;;
"772";"1823";;"0";;"0";;;;;;;;;;;;;;;;;"0";"0";"0";"0";"0";;"0";;;;"0";"0";;;;
"773";"1824";;"0";;"0";;;;;;;;;;;;;;;;;"0";"0";"0";"0";"0";;"0";;;;"0";"0";;;;
"774";"1825";;"0";;"0";;;;;;;;;;;;;;;;;"0";"0";"0";"0";"0";;"0";;;;"0";"0";;;;
"775";"1826";;"0";;"0";;;;;;;;;;;;;;;;;"0";"0";"0";"0";"0";;"0";;;;"0";"0";;;;
"776";"1827";;"0";;"0";;;;;;;;;;;;;;;;;"0";"0";"0";"0";"0";;"0";;;;"0";"0";;;;
"777";"1828";;"0";;"0";;;;;;;;;;;;;;;;;"0";"0";"0";"0";"0";;"0";;;;"0";"0";;;;
"778";"1829";;"0";;"0";;;;;;;;;;;;;;;;;"0";"0";"0";"0";"0";;"0";;;;"0";"0";;;;
"779";"1830";;"0";;"0";;;;;;;;;;;;;;;;;"0";"0";"0";"0";"0";;"0";;;;"0";"0";;;;
"780";"1831";;"0";;"0";;;;;;;;;;;;;;;;;"0";"0";"0";"0";"0";;"0";;;;"0";"0";;;;
"781";"1832";;"0";;"0";;;;;;;;;;;;;;;;;"0";"0";"0";"0";"0";;"0";;;;"0";"0";;;;
"782";"1833";;"0";;"0";;;;;;;;;;;;;;;;;"0";"0";"0";"0";"0";;"0";;;;"0";"0";;;;
"783";"1834";;"0";;"0";;;;;;;;;;;;;;;;;"0";"0";"0";"0";"0";;"0";;;;"0";"0";;;;
"784";"1835";;"0";;"0";;;;;;;;;;;;;;;;;"0";"0";"0";"0";"0";;"0";;;;"0";"0";;;;
"785";"1836";;"0";;"0";;;;;;;;;;;;;;;;;"0";"0";"0";"0";"0";;"0";;;;"0";"0";;;;
"786";"1837";;"0";;"0";;;;;;;;;;;;;;;;;"0";"0";"0";"0";"0";;"0";;;;"0";"0";;;;
"787";"1838";;"0";;"0";;;;;;;;;;;;;;;;;"0";"0";"0";"0";"0";;"0";;;;"0";"0";;;;
"788";"1839";;"0";;"0";;;;;;;;;;;;;;;;;"0";"0";"0";"0";"0";;"0";;;;"0";"0";;;;
"789";"1840";;"0";;"0";;;;;;;;;;;;;;;;;"0";"0";"0";"0";"0";;"0";;;;"0";"0";;;;
"790";"1841";;"0";;"0";;;;;;;;;;;;;;;;;"0";"0";"0";"0";"0";;"0";;;;"0";"0";;;;
"791";"1842";;"0";;"0";;;;;;;;;;;;;;;;;"0";"0";"0";"0";"0";;"0";;;;"0";"0";;;;
"792";"1843";;"0";;"0";;;;;;;;;;;;;;;;;"0";"0";"0";"0";"0";;"0";;;;"0";"0";;;;
"793";"1844";;"0";;"0";;;;;;;;;;;;;;;;;"0";"0";"0";"0";"0";;"0";;;;"0";"0";;;;
"794";"1845";;"0";;"0";;;;;;;;;;;;;;;;;"0";"0";"0";"0";"0";;"0";;;;"0";"0";;;;
"795";"1846";;"0";;"0";;;;;;;;;;;;;;;;;"0";"0";"0";"0";"0";;"0";;;;"0";"0";;;;
"796";"1847";;"0";;"0";;;;;;;;;;;;;;;;;"0";"0";"0";"0";"0";;"0";;;;"0";"0";;;;
"797";"1848";;"0";;"0";;;;;;;;;;;;;;;;;"0";"0";"0";"0";"0";;"0";;;;"0";"0";;;;
"798";"1849";;"0";;"0";;;;;;;;;;;;;;;;;"0";"0";"0";"0";"0";;"0";;;;"0";"0";;;;
"799";"1850";;"0";;"0";;;;;;;;;;;;;;;;;"0";"0";"0";"0";"0";;"0";;;;"0";"0";;;;
"800";"1851";;"0";;"0";;;;;;;;;;;;;;;;;"0";"0";"0";"0";"0";;"0";;;;"0";"0";;;;
"801";"1852";;"0";;"0";;;;;;;;;;;;;;;;;"0";"0";"0";"0";"0";;"0";;;;"0";"0";;;;
"802";"1853";;"0";;"0";;;;;;;;;;;;;;;;;"0";"0";"0";"0";"0";;"0";;;;"0";"0";;;;
"803";"1854";;"0";;"0";;;;;;;;;;;;;;;;;"0";"0";"0";"0";"0";;"0";;;;"0";"0";;;;
"804";"1855";;"0";;"0";;;;;;;;;;;;;;;;;"0";"0";"0";"0";"0";;"0";;;;"0";"0";;;;
"805";"1856";;"0";;"0";;;;;;;;;;;;;;;;;"0";"0";"0";"0";"0";;"0";;;;"0";"0";;;;
"806";"1857";;"0";;"0";;;;;;;;;;;;;;;;;"0";"0";"0";"0";"0";;"0";;;;"0";"0";;;;
"807";"1858";;"0";;"0";;;;;;;;;;;;;;;;;"0";"0";"0";"0";"0";;"0";;;;"0";"0";;;;
"808";"1859";;"0";;"0";;;;;;;;;;;;;;;;;"0";"0";"0";"0";"0";;"0";;;;"0";"0";;;;
"809";"1860";;"0";;"0";;;;;;;;;;;;;;;;;"0";"0";"0";"0";"0";;"0";;;;"0";"0";;;;
"810";"1861";;"0";;"0";;;;;;;;;;;;;;;;;"0";"0";"0";"0";"0";;"0";;;;"0";"0";;;;
"811";"1862";;"0";;"0";;;;;;;;;;;;;;;;;"0";"0";"0";"0";"0";;"0";;;;"0";"0";;;;
"812";"1863";;"0";;"0";;;;;;;;;;;;;;;;;"0";"0";"0";"0";"0";;"0";;;;"0";"0";;;;
"813";"1864";;"0";;"0";;;;;;;;;;;;;;;;;"0";"0";"0";"0";"0";;"0";;;;"0";"0";;;;
"814";"1865";;"0";;"0";;;;;;;;;;;;;;;;;"0";"0";"0";"0";"0";;"0";;;;"0";"0";;;;
"815";"1866";;"0";;"0";;;;;;;;;;;;;;;;;"0";"0";"0";"0";"0";;"0";;;;"0";"0";;;;
"816";"1867";;"0";;"0";;;;;;;;;;;;;;;;;"0";"0";"0";"0";"0";;"0";;;;"0";"0";;;;
"817";"1868";;"0";;"0";;;;;;;;;;;;;;;;;"0";"0";"0";"0";"0";;"0";;;;"0";"0";;;;
"818";"1869";;"0";;"0";;;;;;;;;;;;;;;;;"0";"0";"0";"0";"0";;"0";;;;"0";"0";;;;
"819";"1870";;"0";;"0";;;;;;;;;;;;;;;;;"0";"0";"0";"0";"0";;"0";;;;"0";"0";;;;
"820";"1871";;"0";;"0";;;;;;;;;;;;;;;;;"0";"0";"0";"0";"0";;"0";;;;"0";"0";;;;
"821";"1872";;"0";;"0";;;;;;;;;;;;;;;;;"0";"0";"0";"0";"0";;"0";;;;"0";"0";;;;
"822";"1873";;"0";;"0";;;;;;;;;;;;;;;;;"0";"0";"0";"0";"0";;"0";;;;"0";"0";;;;
"823";"1874";;"0";;"0";;;;;;;;;;;;;;;;;"0";"0";"0";"0";"0";;"0";;;;"0";"0";;;;
"824";"1875";;"0";;"0";;;;;;;;;;;;;;;;;"0";"0";"0";"0";"0";;"0";;;;"0";"0";;;;
"825";"1876";;"0";;"0";;;;;;;;;;;;;;;;;"0";"0";"0";"0";"0";;"0";;;;"0";"0";;;;
"826";"1877";;"0";;"0";;;;;;;;;;;;;;;;;"0";"0";"0";"0";"0";;"0";;;;"0";"0";;;;
"827";"1878";;"0";;"0";;;;;;;;;;;;;;;;;"0";"0";"0";"0";"0";;"0";;;;"0";"0";;;;
"828";"1879";;"0";;"0";;;;;;;;;;;;;;;;;"0";"0";"0";"0";"0";;"0";;;;"0";"0";;;;
"829";"1880";;"0";;"0";;;;;;;;;;;;;;;;;"0";"0";"0";"0";"0";;"0";;;;"0";"0";;;;
"830";"1881";;"0";;"0";;;;;;;;;;;;;;;;;"0";"0";"0";"0";"0";;"0";;;;"0";"0";;;;
"831";"1882";;"0";;"0";;;;;;;;;;;;;;;;;"0";"0";"0";"0";"0";;"0";;;;"0";"0";;;;
"832";"1883";;"0";;"0";;;;;;;;;;;;;;;;;"0";"0";"0";"0";"0";;"0";;;;"0";"0";;;;
"833";"1884";;"0";;"0";;;;;;;;;;;;;;;;;"0";"0";"0";"0";"0";;"0";;;;"0";"0";;;;
"834";"1885";;"0";;"0";;;;;;;;;;;;;;;;;"0";"0";"0";"0";"0";;"0";;;;"0";"0";;;;
"835";"1886";;"0";;"0";;;;;;;;;;;;;;;;;"0";"0";"0";"0";"0";;"0";;;;"0";"0";;;;
"836";"1887";;"0";;"0";;;;;;;;;;;;;;;;;"0";"0";"0";"0";"0";;"0";;;;"0";"0";;;;
"837";"1888";;"0";;"0";;;;;;;;;;;;;;;;;"0";"0";"0";"0";"0";;"0";;;;"0";"0";;;;
"838";"1889";;"0";;"0";;;;;;;;;;;;;;;;;"0";"0";"0";"0";"0";;"0";;;;"0";"0";;;;
"839";"1890";;"0";;"0";;;;;;;;;;;;;;;;;"0";"0";"0";"0";"0";;"0";;;;"0";"0";;;;
"840";"1891";;"0";;"0";;;;;;;;;;;;;;;;;"0";"0";"0";"0";"0";;"0";;;;"0";"0";;;;
"841";"1892";;"0";;"0";;;;;;;;;;;;;;;;;"0";"0";"0";"0";"0";;"0";;;;"0";"0";;;;
"842";"1893";;"0";;"0";;;;;;;;;;;;;;;;;"0";"0";"0";"0";"0";;"0";;;;"0";"0";;;;
"843";"1894";;"0";;"0";;;;;;;;;;;;;;;;;"0";"0";"0";"0";"0";;"0";;;;"0";"0";;;;
"844";"1895";;"0";;"0";;;;;;;;;;;;;;;;;"0";"0";"0";"0";"0";;"0";;;;"0";"0";;;;
"845";"1896";;"0";;"0";;;;;;;;;;;;;;;;;"0";"0";"0";"0";"0";;"0";;;;"0";"0";;;;
"846";"1897";;"0";;"0";;;;;;;;;;;;;;;;;"0";"0";"0";"0";"0";;"0";;;;"0";"0";;;;
"847";"1898";;"0";;"0";;;;;;;;;;;;;;;;;"0";"0";"0";"0";"0";;"0";;;;"0";"0";;;;
"848";"1899";;"0";;"0";;;;;;;;;;;;;;;;;"0";"0";"0";"0";"0";;"0";;;;"0";"0";;;;
