"RFCODIGO";"PERCODIGO";"RFPERSVIVE";"RFNOHERMANOS";"RFEDADES";"RFLUGAROCUPA";"RFESTRUCTURA";"RFFDISCAPACIDAD";"RFNOMBREDELDIS";"RFOBSERVACIONES";"RFVIVIENDA";"RFVIVDESCRIP";"RFLUZ";"RFAGUA";"RFSSHH";"RFPOZO";"RFTELEFONO";"RFCABLE";"RFCELULAR";"RFCOMPUTADOR";"RFINTERNET";"RFOBSERVACION";"RFINGPAD";"RFINGMAD";"RFINGOTRO";"RFEGRTOTAL";"RFNOHERMANAS";"RFVIVECON";"RFHERMANOSINST";"RFHERCURSOS";"RFNIVELSEC";"RFHINSTNOMBRES";"RFEGRPAD";"RFEGRMAD";"RFHOGAR";"RFOTROS";"RFBIENES";"RFOBSERVACION2"
"2199";"3365";;"0";;"0";;;;;;;;;;;;;;;;;"0";"0";"0";"0";"0";;"0";;;;"0";"0";;;;
"2200";"3366";;"0";;"0";;;;;;;;;;;;;;;;;"0";"0";"0";"0";"0";;"0";;;;"0";"0";;;;
"2201";"3367";;"0";;"0";;;;;;;;;;;;;;;;;"0";"0";"0";"0";"0";;"0";;;;"0";"0";;;;
"2202";"3368";;"0";;"0";;;;;;;;;;;;;;;;;"0";"0";"0";"0";"0";;"0";;;;"0";"0";;;;
"2203";"3369";;"0";;"0";;;;;;;;;;;;;;;;;"0";"0";"0";"0";"0";;"0";;;;"0";"0";;;;
"2204";"3370";;"0";;"0";;;;;;;;;;;;;;;;;"0";"0";"0";"0";"0";;"0";;;;"0";"0";;;;
"2205";"3371";;"0";;"0";;;;;;;;;;;;;;;;;"0";"0";"0";"0";"0";;"0";;;;"0";"0";;;;
"2206";"3372";;"0";;"0";;;;;;;;;;;;;;;;;"0";"0";"0";"0";"0";;"0";;;;"0";"0";;;;
"2207";"3373";;"0";;"0";;;;;;;;;;;;;;;;;"0";"0";"0";"0";"0";;"0";;;;"0";"0";;;;
"2208";"3374";;"0";;"0";;;;;;;;;;;;;;;;;"0";"0";"0";"0";"0";;"0";;;;"0";"0";;;;
"2209";"3375";;"0";;"0";;;;;;;;;;;;;;;;;"0";"0";"0";"0";"0";;"0";;;;"0";"0";;;;
"2210";"3376";;"0";;"0";;;;;;;;;;;;;;;;;"0";"0";"0";"0";"0";;"0";;;;"0";"0";;;;
"2211";"3377";;"0";;"0";;;;;;;;;;;;;;;;;"0";"0";"0";"0";"0";;"0";;;;"0";"0";;;;
"2212";"3378";;"0";;"0";;;;;;;;;;;;;;;;;"0";"0";"0";"0";"0";;"0";;;;"0";"0";;;;
"2213";"3379";;"0";;"0";;;;;;;;;;;;;;;;;"0";"0";"0";"0";"0";;"0";;;;"0";"0";;;;
"2214";"3380";;"0";;"0";;;;;;;;;;;;;;;;;"0";"0";"0";"0";"0";;"0";;;;"0";"0";;;;
"2215";"3381";;"0";;"0";;;;;;;;;;;;;;;;;"0";"0";"0";"0";"0";;"0";;;;"0";"0";;;;
"2216";"3382";;"0";;"0";;;;;;;;;;;;;;;;;"0";"0";"0";"0";"0";;"0";;;;"0";"0";;;;
"2217";"3383";;"0";;"0";;;;;;;;;;;;;;;;;"0";"0";"0";"0";"0";;"0";;;;"0";"0";;;;
"2218";"3384";;"0";;"0";;;;;;;;;;;;;;;;;"0";"0";"0";"0";"0";;"0";;;;"0";"0";;;;
"2219";"3385";;"0";;"0";;;;;;;;;;;;;;;;;"0";"0";"0";"0";"0";;"0";;;;"0";"0";;;;
"2220";"3386";;"0";;"0";;;;;;;;;;;;;;;;;"0";"0";"0";"0";"0";;"0";;;;"0";"0";;;;
"2221";"3387";;"0";;"0";;;;;;;;;;;;;;;;;"0";"0";"0";"0";"0";;"0";;;;"0";"0";;;;
"2222";"3388";;"0";;"0";;;;;;;;;;;;;;;;;"0";"0";"0";"0";"0";;"0";;;;"0";"0";;;;
"2223";"3389";;"0";;"0";;;;;;;;;;;;;;;;;"0";"0";"0";"0";"0";;"0";;;;"0";"0";;;;
"2224";"3390";;"0";;"0";;;;;;;;;;;;;;;;;"0";"0";"0";"0";"0";;"0";;;;"0";"0";;;;
"2225";"3391";;"0";;"0";;;;;;;;;;;;;;;;;"0";"0";"0";"0";"0";;"0";;;;"0";"0";;;;
"2226";"3392";;"0";;"0";;;;;;;;;;;;;;;;;"0";"0";"0";"0";"0";;"0";;;;"0";"0";;;;
"2227";"3393";;"0";;"0";;;;;;;;;;;;;;;;;"0";"0";"0";"0";"0";;"0";;;;"0";"0";;;;
"2228";"3394";;"0";;"0";;;;;;;;;;;;;;;;;"0";"0";"0";"0";"0";;"0";;;;"0";"0";;;;
"2229";"3395";;"0";;"0";;;;;;;;;;;;;;;;;"0";"0";"0";"0";"0";;"0";;;;"0";"0";;;;
"2230";"3396";;"0";;"0";;;;;;;;;;;;;;;;;"0";"0";"0";"0";"0";;"0";;;;"0";"0";;;;
"2231";"3397";;"0";;"0";;;;;;;;;;;;;;;;;"0";"0";"0";"0";"0";;"0";;;;"0";"0";;;;
"2232";"3398";;"0";;"0";;;;;;;;;;;;;;;;;"0";"0";"0";"0";"0";;"0";;;;"0";"0";;;;
"2233";"3399";;"0";;"0";;;;;;;;;;;;;;;;;"0";"0";"0";"0";"0";;"0";;;;"0";"0";;;;
"2234";"3400";;"0";;"0";;;;;;;;;;;;;;;;;"0";"0";"0";"0";"0";;"0";;;;"0";"0";;;;
"2235";"3401";;"0";;"0";;;;;;;;;;;;;;;;;"0";"0";"0";"0";"0";;"0";;;;"0";"0";;;;
"2236";"3402";;"0";;"0";;;;;;;;;;;;;;;;;"0";"0";"0";"0";"0";;"0";;;;"0";"0";;;;
"2237";"3403";;"0";;"0";;;;;;;;;;;;;;;;;"0";"0";"0";"0";"0";;"0";;;;"0";"0";;;;
"2238";"3404";;"0";;"0";;;;;;;;;;;;;;;;;"0";"0";"0";"0";"0";;"0";;;;"0";"0";;;;
"2239";"3405";;"0";;"0";;;;;;;;;;;;;;;;;"0";"0";"0";"0";"0";;"0";;;;"0";"0";;;;
"2240";"3406";;"0";;"0";;;;;;;;;;;;;;;;;"0";"0";"0";"0";"0";;"0";;;;"0";"0";;;;
"2241";"3407";;"0";;"0";;;;;;;;;;;;;;;;;"0";"0";"0";"0";"0";;"0";;;;"0";"0";;;;
"2242";"3408";;"0";;"0";;;;;;;;;;;;;;;;;"0";"0";"0";"0";"0";;"0";;;;"0";"0";;;;
"2243";"3409";;"0";;"0";;;;;;;;;;;;;;;;;"0";"0";"0";"0";"0";;"0";;;;"0";"0";;;;
"2244";"3410";;"0";;"0";;;;;;;;;;;;;;;;;"0";"0";"0";"0";"0";;"0";;;;"0";"0";;;;
"2245";"3411";;"0";;"0";;;;;;;;;;;;;;;;;"0";"0";"0";"0";"0";;"0";;;;"0";"0";;;;
"2246";"3412";;"0";;"0";;;;;;;;;;;;;;;;;"0";"0";"0";"0";"0";;"0";;;;"0";"0";;;;
"2247";"3413";;"0";;"0";;;;;;;;;;;;;;;;;"0";"0";"0";"0";"0";;"0";;;;"0";"0";;;;
"2248";"3414";;"0";;"0";;;;;;;;;;;;;;;;;"0";"0";"0";"0";"0";;"0";;;;"0";"0";;;;
"2249";"3415";;"0";;"0";;;;;;;;;;;;;;;;;"0";"0";"0";"0";"0";;"0";;;;"0";"0";;;;
"2250";"3416";;"0";;"0";;;;;;;;;;;;;;;;;"0";"0";"0";"0";"0";;"0";;;;"0";"0";;;;
"2251";"3417";;"0";;"0";;;;;;;;;;;;;;;;;"0";"0";"0";"0";"0";;"0";;;;"0";"0";;;;
"2252";"3418";;"0";;"0";;;;;;;;;;;;;;;;;"0";"0";"0";"0";"0";;"0";;;;"0";"0";;;;
"2253";"3419";;"0";;"0";;;;;;;;;;;;;;;;;"0";"0";"0";"0";"0";;"0";;;;"0";"0";;;;
"2254";"3420";;"0";;"0";;;;;;;;;;;;;;;;;"0";"0";"0";"0";"0";;"0";;;;"0";"0";;;;
"2255";"3421";;"0";;"0";;;;;;;;;;;;;;;;;"0";"0";"0";"0";"0";;"0";;;;"0";"0";;;;
"2256";"3422";;"0";;"0";;;;;;;;;;;;;;;;;"0";"0";"0";"0";"0";;"0";;;;"0";"0";;;;
"2257";"3423";;"0";;"0";;;;;;;;;;;;;;;;;"0";"0";"0";"0";"0";;"0";;;;"0";"0";;;;
"2258";"3424";;"0";;"0";;;;;;;;;;;;;;;;;"0";"0";"0";"0";"0";;"0";;;;"0";"0";;;;
"2259";"3425";;"0";;"0";;;;;;;;;;;;;;;;;"0";"0";"0";"0";"0";;"0";;;;"0";"0";;;;
"2260";"3426";;"0";;"0";;;;;;;;;;;;;;;;;"0";"0";"0";"0";"0";;"0";;;;"0";"0";;;;
"2261";"3427";;"0";;"0";;;;;;;;;;;;;;;;;"0";"0";"0";"0";"0";;"0";;;;"0";"0";;;;
"2262";"3428";;"0";;"0";;;;;;;;;;;;;;;;;"0";"0";"0";"0";"0";;"0";;;;"0";"0";;;;
"2263";"3429";;"0";;"0";;;;;;;;;;;;;;;;;"0";"0";"0";"0";"0";;"0";;;;"0";"0";;;;
"2264";"3430";;"0";;"0";;;;;;;;;;;;;;;;;"0";"0";"0";"0";"0";;"0";;;;"0";"0";;;;
"2265";"3431";;"0";;"0";;;;;;;;;;;;;;;;;"0";"0";"0";"0";"0";;"0";;;;"0";"0";;;;
"2266";"3432";;"0";;"0";;;;;;;;;;;;;;;;;"0";"0";"0";"0";"0";;"0";;;;"0";"0";;;;
"2267";"3433";;"0";;"0";;;;;;;;;;;;;;;;;"0";"0";"0";"0";"0";;"0";;;;"0";"0";;;;
"2268";"3434";;"0";;"0";;;;;;;;;;;;;;;;;"0";"0";"0";"0";"0";;"0";;;;"0";"0";;;;
"2269";"3435";;"0";;"0";;;;;;;;;;;;;;;;;"0";"0";"0";"0";"0";;"0";;;;"0";"0";;;;
"2270";"3436";;"0";;"0";;;;;;;;;;;;;;;;;"0";"0";"0";"0";"0";;"0";;;;"0";"0";;;;
"2271";"3437";;"0";;"0";;;;;;;;;;;;;;;;;"0";"0";"0";"0";"0";;"0";;;;"0";"0";;;;
"2272";"3438";;"0";;"0";;;;;;;;;;;;;;;;;"0";"0";"0";"0";"0";;"0";;;;"0";"0";;;;
"2273";"3439";;"0";;"0";;;;;;;;;;;;;;;;;"0";"0";"0";"0";"0";;"0";;;;"0";"0";;;;
"2274";"3440";;"0";;"0";;;;;;;;;;;;;;;;;"0";"0";"0";"0";"0";;"0";;;;"0";"0";;;;
"2275";"3441";;"0";;"0";;;;;;;;;;;;;;;;;"0";"0";"0";"0";"0";;"0";;;;"0";"0";;;;
"2276";"3442";;"0";;"0";;;;;;;;;;;;;;;;;"0";"0";"0";"0";"0";;"0";;;;"0";"0";;;;
"2277";"3443";;"0";;"0";;;;;;;;;;;;;;;;;"0";"0";"0";"0";"0";;"0";;;;"0";"0";;;;
"2278";"3444";;"0";;"0";;;;;;;;;;;;;;;;;"0";"0";"0";"0";"0";;"0";;;;"0";"0";;;;
"2279";"3445";;"0";;"0";;;;;;;;;;;;;;;;;"0";"0";"0";"0";"0";;"0";;;;"0";"0";;;;
"2280";"3446";;"0";;"0";;;;;;;;;;;;;;;;;"0";"0";"0";"0";"0";;"0";;;;"0";"0";;;;
"2281";"3447";;"0";;"0";;;;;;;;;;;;;;;;;"0";"0";"0";"0";"0";;"0";;;;"0";"0";;;;
"2282";"3448";;"0";;"0";;;;;;;;;;;;;;;;;"0";"0";"0";"0";"0";;"0";;;;"0";"0";;;;
"2283";"3449";;"0";;"0";;;;;;;;;;;;;;;;;"0";"0";"0";"0";"0";;"0";;;;"0";"0";;;;
"2284";"3450";;"0";;"0";;;;;;;;;;;;;;;;;"0";"0";"0";"0";"0";;"0";;;;"0";"0";;;;
"2285";"3451";;"0";;"0";;;;;;;;;;;;;;;;;"0";"0";"0";"0";"0";;"0";;;;"0";"0";;;;
"2286";"3452";;"0";;"0";;;;;;;;;;;;;;;;;"0";"0";"0";"0";"0";;"0";;;;"0";"0";;;;
"2287";"3453";;"0";;"0";;;;;;;;;;;;;;;;;"0";"0";"0";"0";"0";;"0";;;;"0";"0";;;;
"2288";"3454";;"0";;"0";;;;;;;;;;;;;;;;;"0";"0";"0";"0";"0";;"0";;;;"0";"0";;;;
"2289";"3455";;"0";;"0";;;;;;;;;;;;;;;;;"0";"0";"0";"0";"0";;"0";;;;"0";"0";;;;
"2290";"3456";;"0";;"0";;;;;;;;;;;;;;;;;"0";"0";"0";"0";"0";;"0";;;;"0";"0";;;;
"2291";"3457";;"0";;"0";;;;;;;;;;;;;;;;;"0";"0";"0";"0";"0";;"0";;;;"0";"0";;;;
"2292";"3458";;"0";;"0";;;;;;;;;;;;;;;;;"0";"0";"0";"0";"0";;"0";;;;"0";"0";;;;
"2293";"3459";;"0";;"0";;;;;;;;;;;;;;;;;"0";"0";"0";"0";"0";;"0";;;;"0";"0";;;;
"2294";"3460";;"0";;"0";;;;;;;;;;;;;;;;;"0";"0";"0";"0";"0";;"0";;;;"0";"0";;;;
"2295";"3461";;"0";;"0";;;;;;;;;;;;;;;;;"0";"0";"0";"0";"0";;"0";;;;"0";"0";;;;
"2296";"3462";;"0";;"0";;;;;;;;;;;;;;;;;"0";"0";"0";"0";"0";;"0";;;;"0";"0";;;;
"2297";"3463";;"0";;"0";;;;;;;;;;;;;;;;;"0";"0";"0";"0";"0";;"0";;;;"0";"0";;;;
"2298";"3464";;"0";;"0";;;;;;;;;;;;;;;;;"0";"0";"0";"0";"0";;"0";;;;"0";"0";;;;
"2299";"3465";;"0";;"0";;;;;;;;;;;;;;;;;"0";"0";"0";"0";"0";;"0";;;;"0";"0";;;;
"2300";"3466";;"0";;"0";;;;;;;;;;;;;;;;;"0";"0";"0";"0";"0";;"0";;;;"0";"0";;;;
"2301";"3467";;"0";;"0";;;;;;;;;;;;;;;;;"0";"0";"0";"0";"0";;"0";;;;"0";"0";;;;
"2302";"3468";;"0";;"0";;;;;;;;;;;;;;;;;"0";"0";"0";"0";"0";;"0";;;;"0";"0";;;;
"2303";"3469";;"0";;"0";;;;;;;;;;;;;;;;;"0";"0";"0";"0";"0";;"0";;;;"0";"0";;;;
"2304";"3470";;"0";;"0";;;;;;;;;;;;;;;;;"0";"0";"0";"0";"0";;"0";;;;"0";"0";;;;
"2305";"3471";;"0";;"0";;;;;;;;;;;;;;;;;"0";"0";"0";"0";"0";;"0";;;;"0";"0";;;;
"2306";"3472";;"0";;"0";;;;;;;;;;;;;;;;;"0";"0";"0";"0";"0";;"0";;;;"0";"0";;;;
"2307";"3473";;"0";;"0";;;;;;;;;;;;;;;;;"0";"0";"0";"0";"0";;"0";;;;"0";"0";;;;
"2308";"3474";;"0";;"0";;;;;;;;;;;;;;;;;"0";"0";"0";"0";"0";;"0";;;;"0";"0";;;;
"2309";"3475";;"0";;"0";;;;;;;;;;;;;;;;;"0";"0";"0";"0";"0";;"0";;;;"0";"0";;;;
"2310";"3476";;"0";;"0";;;;;;;;;;;;;;;;;"0";"0";"0";"0";"0";;"0";;;;"0";"0";;;;
"2311";"3477";;"0";;"0";;;;;;;;;;;;;;;;;"0";"0";"0";"0";"0";;"0";;;;"0";"0";;;;
"2312";"3478";;"0";;"0";;;;;;;;;;;;;;;;;"0";"0";"0";"0";"0";;"0";;;;"0";"0";;;;
"2313";"3479";;"0";;"0";;;;;;;;;;;;;;;;;"0";"0";"0";"0";"0";;"0";;;;"0";"0";;;;
"2314";"3480";;"0";;"0";;;;;;;;;;;;;;;;;"0";"0";"0";"0";"0";;"0";;;;"0";"0";;;;
"2315";"3481";;"0";;"0";;;;;;;;;;;;;;;;;"0";"0";"0";"0";"0";;"0";;;;"0";"0";;;;
"2316";"3482";;"0";;"0";;;;;;;;;;;;;;;;;"0";"0";"0";"0";"0";;"0";;;;"0";"0";;;;
"2317";"3483";;"0";;"0";;;;;;;;;;;;;;;;;"0";"0";"0";"0";"0";;"0";;;;"0";"0";;;;
"2318";"3484";;"0";;"0";;;;;;;;;;;;;;;;;"0";"0";"0";"0";"0";;"0";;;;"0";"0";;;;
"2319";"3485";;"0";;"0";;;;;;;;;;;;;;;;;"0";"0";"0";"0";"0";;"0";;;;"0";"0";;;;
"2320";"3486";;"0";;"0";;;;;;;;;;;;;;;;;"0";"0";"0";"0";"0";;"0";;;;"0";"0";;;;
"2321";"3487";;"0";;"0";;;;;;;;;;;;;;;;;"0";"0";"0";"0";"0";;"0";;;;"0";"0";;;;
"2322";"3488";;"0";;"0";;;;;;;;;;;;;;;;;"0";"0";"0";"0";"0";;"0";;;;"0";"0";;;;
"2323";"3489";;"0";;"0";;;;;;;;;;;;;;;;;"0";"0";"0";"0";"0";;"0";;;;"0";"0";;;;
"2324";"3490";;"0";;"0";;;;;;;;;;;;;;;;;"0";"0";"0";"0";"0";;"0";;;;"0";"0";;;;
"2325";"3491";;"0";;"0";;;;;;;;;;;;;;;;;"0";"0";"0";"0";"0";;"0";;;;"0";"0";;;;
"2326";"3492";;"0";;"0";;;;;;;;;;;;;;;;;"0";"0";"0";"0";"0";;"0";;;;"0";"0";;;;
"2327";"3493";;"0";;"0";;;;;;;;;;;;;;;;;"0";"0";"0";"0";"0";;"0";;;;"0";"0";;;;
"2328";"3494";;"0";;"0";;;;;;;;;;;;;;;;;"0";"0";"0";"0";"0";;"0";;;;"0";"0";;;;
"2329";"3495";;"0";;"0";;;;;;;;;;;;;;;;;"0";"0";"0";"0";"0";;"0";;;;"0";"0";;;;
"2330";"3496";;"0";;"0";;;;;;;;;;;;;;;;;"0";"0";"0";"0";"0";;"0";;;;"0";"0";;;;
"2331";"3497";;"0";;"0";;;;;;;;;;;;;;;;;"0";"0";"0";"0";"0";;"0";;;;"0";"0";;;;
"2332";"3498";;"0";;"0";;;;;;;;;;;;;;;;;"0";"0";"0";"0";"0";;"0";;;;"0";"0";;;;
"2333";"3499";;"0";;"0";;;;;;;;;;;;;;;;;"0";"0";"0";"0";"0";;"0";;;;"0";"0";;;;
"2334";"3500";;"0";;"0";;;;;;;;;;;;;;;;;"0";"0";"0";"0";"0";;"0";;;;"0";"0";;;;
"2335";"3501";;"0";;"0";;;;;;;;;;;;;;;;;"0";"0";"0";"0";"0";;"0";;;;"0";"0";;;;
"2336";"3502";;"0";;"0";;;;;;;;;;;;;;;;;"0";"0";"0";"0";"0";;"0";;;;"0";"0";;;;
"2337";"3503";;"0";;"0";;;;;;;;;;;;;;;;;"0";"0";"0";"0";"0";;"0";;;;"0";"0";;;;
"2338";"3504";;"0";;"0";;;;;;;;;;;;;;;;;"0";"0";"0";"0";"0";;"0";;;;"0";"0";;;;
"2339";"3505";;"0";;"0";;;;;;;;;;;;;;;;;"0";"0";"0";"0";"0";;"0";;;;"0";"0";;;;
"2340";"3506";;"0";;"0";;;;;;;;;;;;;;;;;"0";"0";"0";"0";"0";;"0";;;;"0";"0";;;;
"2341";"3507";;"0";;"0";;;;;;;;;;;;;;;;;"0";"0";"0";"0";"0";;"0";;;;"0";"0";;;;
"2342";"3508";;"0";;"0";;;;;;;;;;;;;;;;;"0";"0";"0";"0";"0";;"0";;;;"0";"0";;;;
"2343";"3509";;"0";;"0";;;;;;;;;;;;;;;;;"0";"0";"0";"0";"0";;"0";;;;"0";"0";;;;
"2344";"3510";;"0";;"0";;;;;;;;;;;;;;;;;"0";"0";"0";"0";"0";;"0";;;;"0";"0";;;;
"2345";"3511";;"0";;"0";;;;;;;;;;;;;;;;;"0";"0";"0";"0";"0";;"0";;;;"0";"0";;;;
"2346";"3512";;"0";;"0";;;;;;;;;;;;;;;;;"0";"0";"0";"0";"0";;"0";;;;"0";"0";;;;
"2347";"3513";;"0";;"0";;;;;;;;;;;;;;;;;"0";"0";"0";"0";"0";;"0";;;;"0";"0";;;;
"2348";"3514";;"0";;"0";;;;;;;;;;;;;;;;;"0";"0";"0";"0";"0";;"0";;;;"0";"0";;;;
"2349";"3515";;"0";;"0";;;;;;;;;;;;;;;;;"0";"0";"0";"0";"0";;"0";;;;"0";"0";;;;
"2350";"3516";;"0";;"0";;;;;;;;;;;;;;;;;"0";"0";"0";"0";"0";;"0";;;;"0";"0";;;;
"2351";"3517";;"0";;"0";;;;;;;;;;;;;;;;;"0";"0";"0";"0";"0";;"0";;;;"0";"0";;;;
"2352";"3518";;"0";;"0";;;;;;;;;;;;;;;;;"0";"0";"0";"0";"0";;"0";;;;"0";"0";;;;
"2353";"3519";;"0";;"0";;;;;;;;;;;;;;;;;"0";"0";"0";"0";"0";;"0";;;;"0";"0";;;;
"2354";"3520";;"0";;"0";;;;;;;;;;;;;;;;;"0";"0";"0";"0";"0";;"0";;;;"0";"0";;;;
"2355";"3521";;"0";;"0";;;;;;;;;;;;;;;;;"0";"0";"0";"0";"0";;"0";;;;"0";"0";;;;
"2356";"3522";;"0";;"0";;;;;;;;;;;;;;;;;"0";"0";"0";"0";"0";;"0";;;;"0";"0";;;;
"2357";"3523";;"0";;"0";;;;;;;;;;;;;;;;;"0";"0";"0";"0";"0";;"0";;;;"0";"0";;;;
"2358";"3524";;"0";;"0";;;;;;;;;;;;;;;;;"0";"0";"0";"0";"0";;"0";;;;"0";"0";;;;
"2359";"3525";;"0";;"0";;;;;;;;;;;;;;;;;"0";"0";"0";"0";"0";;"0";;;;"0";"0";;;;
"2360";"3526";;"0";;"0";;;;;;;;;;;;;;;;;"0";"0";"0";"0";"0";;"0";;;;"0";"0";;;;
"2361";"3527";;"0";;"0";;;;;;;;;;;;;;;;;"0";"0";"0";"0";"0";;"0";;;;"0";"0";;;;
"2362";"3528";;"0";;"0";;;;;;;;;;;;;;;;;"0";"0";"0";"0";"0";;"0";;;;"0";"0";;;;
"2363";"3529";;"0";;"0";;;;;;;;;;;;;;;;;"0";"0";"0";"0";"0";;"0";;;;"0";"0";;;;
"2364";"3530";;"0";;"0";;;;;;;;;;;;;;;;;"0";"0";"0";"0";"0";;"0";;;;"0";"0";;;;
"2365";"3531";;"0";;"0";;;;;;;;;;;;;;;;;"0";"0";"0";"0";"0";;"0";;;;"0";"0";;;;
"2366";"3532";;"0";;"0";;;;;;;;;;;;;;;;;"0";"0";"0";"0";"0";;"0";;;;"0";"0";;;;
"2367";"3533";;"0";;"0";;;;;;;;;;;;;;;;;"0";"0";"0";"0";"0";;"0";;;;"0";"0";;;;
"2368";"3534";;"0";;"0";;;;;;;;;;;;;;;;;"0";"0";"0";"0";"0";;"0";;;;"0";"0";;;;
"2370";"3535";;"0";;"0";;;;;;;;;;;;;;;;;"0";"0";"0";"0";"0";;"0";;;;"0";"0";;;;
"2371";"3536";;"0";;"0";;;;;;;;;;;;;;;;;"0";"0";"0";"0";"0";;"0";;;;"0";"0";;;;
"2372";"3537";;"0";;"0";;;;;;;;;;;;;;;;;"0";"0";"0";"0";"0";;"0";;;;"0";"0";;;;
"2373";"3538";;"0";;"0";;;;;;;;;;;;;;;;;"0";"0";"0";"0";"0";;"0";;;;"0";"0";;;;
"2374";"3539";;"0";;"0";;;;;;;;;;;;;;;;;"0";"0";"0";"0";"0";;"0";;;;"0";"0";;;;
"2375";"3540";;"0";;"0";;;;;;;;;;;;;;;;;"0";"0";"0";"0";"0";;"0";;;;"0";"0";;;;
"2376";"3541";;"0";;"0";;;;;;;;;;;;;;;;;"0";"0";"0";"0";"0";;"0";;;;"0";"0";;;;
"2377";"3542";;"0";;"0";;;;;;;;;;;;;;;;;"0";"0";"0";"0";"0";;"0";;;;"0";"0";;;;
"2378";"3543";;"0";;"0";;;;;;;;;;;;;;;;;"0";"0";"0";"0";"0";;"0";;;;"0";"0";;;;
"2379";"3544";;"0";;"0";;;;;;;;;;;;;;;;;"0";"0";"0";"0";"0";;"0";;;;"0";"0";;;;
"2380";"3545";;"0";;"0";;;;;;;;;;;;;;;;;"0";"0";"0";"0";"0";;"0";;;;"0";"0";;;;
"2381";"3546";;"0";;"0";;;;;;;;;;;;;;;;;"0";"0";"0";"0";"0";;"0";;;;"0";"0";;;;
"2382";"3547";;"0";;"0";;;;;;;;;;;;;;;;;"0";"0";"0";"0";"0";;"0";;;;"0";"0";;;;
"2383";"3548";;"0";;"0";;;;;;;;;;;;;;;;;"0";"0";"0";"0";"0";;"0";;;;"0";"0";;;;
"2384";"3549";;"0";;"0";;;;;;;;;;;;;;;;;"0";"0";"0";"0";"0";;"0";;;;"0";"0";;;;
"2385";"3550";;"0";;"0";;;;;;;;;;;;;;;;;"0";"0";"0";"0";"0";;"0";;;;"0";"0";;;;
"2386";"3551";;"0";;"0";;;;;;;;;;;;;;;;;"0";"0";"0";"0";"0";;"0";;;;"0";"0";;;;
"2387";"3552";;"0";;"0";;;;;;;;;;;;;;;;;"0";"0";"0";"0";"0";;"0";;;;"0";"0";;;;
"2388";"3553";;"0";;"0";;;;;;;;;;;;;;;;;"0";"0";"0";"0";"0";;"0";;;;"0";"0";;;;
"2389";"3554";;"0";;"0";;;;;;;;;;;;;;;;;"0";"0";"0";"0";"0";;"0";;;;"0";"0";;;;
"2390";"3555";;"0";;"0";;;;;;;;;;;;;;;;;"0";"0";"0";"0";"0";;"0";;;;"0";"0";;;;
"2391";"3556";;"0";;"0";;;;;;;;;;;;;;;;;"0";"0";"0";"0";"0";;"0";;;;"0";"0";;;;
"2392";"3557";;"0";;"0";;;;;;;;;;;;;;;;;"0";"0";"0";"0";"0";;"0";;;;"0";"0";;;;
"2393";"3558";;"0";;"0";;;;;;;;;;;;;;;;;"0";"0";"0";"0";"0";;"0";;;;"0";"0";;;;
"2394";"3559";;"0";;"0";;;;;;;;;;;;;;;;;"0";"0";"0";"0";"0";;"0";;;;"0";"0";;;;
"2395";"3560";;"0";;"0";;;;;;;;;;;;;;;;;"0";"0";"0";"0";"0";;"0";;;;"0";"0";;;;
"2396";"3561";;"0";;"0";;;;;;;;;;;;;;;;;"0";"0";"0";"0";"0";;"0";;;;"0";"0";;;;
"2397";"3562";;"0";;"0";;;;;;;;;;;;;;;;;"0";"0";"0";"0";"0";;"0";;;;"0";"0";;;;
"2398";"3563";;"0";;"0";;;;;;;;;;;;;;;;;"0";"0";"0";"0";"0";;"0";;;;"0";"0";;;;
"2399";"3564";;"0";;"0";;;;;;;;;;;;;;;;;"0";"0";"0";"0";"0";;"0";;;;"0";"0";;;;
"2400";"3565";;"0";;"0";;;;;;;;;;;;;;;;;"0";"0";"0";"0";"0";;"0";;;;"0";"0";;;;
"2401";"3566";;"0";;"0";;;;;;;;;;;;;;;;;"0";"0";"0";"0";"0";;"0";;;;"0";"0";;;;
"2402";"3567";;"0";;"0";;;;;;;;;;;;;;;;;"0";"0";"0";"0";"0";;"0";;;;"0";"0";;;;
"2403";"3568";;"0";;"0";;;;;;;;;;;;;;;;;"0";"0";"0";"0";"0";;"0";;;;"0";"0";;;;
"2404";"3569";;"0";;"0";;;;;;;;;;;;;;;;;"0";"0";"0";"0";"0";;"0";;;;"0";"0";;;;
"2405";"3570";;"0";;"0";;;;;;;;;;;;;;;;;"0";"0";"0";"0";"0";;"0";;;;"0";"0";;;;
"2406";"3571";;"0";;"0";;;;;;;;;;;;;;;;;"0";"0";"0";"0";"0";;"0";;;;"0";"0";;;;
"2407";"3572";;"0";;"0";;;;;;;;;;;;;;;;;"0";"0";"0";"0";"0";;"0";;;;"0";"0";;;;
"2408";"3573";;"0";;"0";;;;;;;;;;;;;;;;;"0";"0";"0";"0";"0";;"0";;;;"0";"0";;;;
"2409";"3574";;"0";;"0";;;;;;;;;;;;;;;;;"0";"0";"0";"0";"0";;"0";;;;"0";"0";;;;
"2410";"3575";;"0";;"0";;;;;;;;;;;;;;;;;"0";"0";"0";"0";"0";;"0";;;;"0";"0";;;;
"2411";"3576";;"0";;"0";;;;;;;;;;;;;;;;;"0";"0";"0";"0";"0";;"0";;;;"0";"0";;;;
